retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days
47,5,1826,0,73,16,3,1,174
85,0,3344,0,70,10,0,0,576
12,4,9436,1,43,11,1,1,3
20,3,9921,0,87,13,0,0,173
58,0,6028,1,86,12,0,0,1229
92,4,1523,1,64,10,0,0,335
60,2,6129,0,54,9,5,1,1075
17,1,3415,0,68,9,4,1,19
58,3,7267,0,62,11,1,1,665
22,1,5880,1,52,5,5,1,455
31,4,7041,0,86,10,3,1,191
60,5,681,1,69,9,3,1,46
35,1,849,0,68,7,0,0,451
97,3,397,1,62,14,2,1,987
98,3,4196,1,66,8,1,1,313
74,0,1406,0,35,6,0,0,1237
12,1,2548,0,67,13,4,1,990
28,4,8866,0,72,9,4,1,1030
96,4,5014,0,34,8,3,1,502
91,1,2835,0,72,12,0,0,81
24,0,1877,0,79,9,5,1,204
2,0,239,0,53,8,1,1,648
25,1,9802,1,83,14,2,1,1149
44,5,4649,0,60,9,0,0,313
66,4,5271,1,92,6,2,1,1200
56,2,2950,1,38,11,4,1,960
65,0,1127,0,59,15,0,0,129
48,1,3145,0,89,11,0,0,323
18,4,3564,1,48,5,5,1,709
81,5,3575,1,38,6,0,0,565
57,5,7984,1,66,9,5,1,317
75,5,173,0,63,7,1,1,889
18,5,8297,1,72,10,0,0,509
41,5,2093,0,72,7,2,1,1213
60,5,9227,1,51,12,1,1,496
50,4,5363,0,43,7,0,0,405
67,1,1581,0,65,6,0,0,506
74,2,284,0,79,18,2,1,1045
54,3,5086,1,46,9,2,1,663
21,0,7604,1,86,7,5,1,940
74,3,1730,1,97,6,0,0,676
29,4,1545,0,44,9,3,1,829
33,1,2627,0,70,12,5,1,738
92,4,8495,0,56,8,0,0,323
94,4,4231,1,66,7,5,1,615
52,4,3218,0,40,6,2,1,350
76,4,1361,1,84,12,2,1,701
79,2,8443,0,79,13,3,1,929
44,4,4683,0,67,11,1,1,791
72,5,7526,1,60,7,4,1,277
70,0,2436,1,56,11,0,0,949
19,3,7322,0,85,5,5,1,283
74,1,4748,1,45,12,1,1,1060
24,5,8157,0,72,10,2,1,1174
58,0,5170,0,73,6,1,1,304
42,2,1504,1,61,11,2,1,1082
41,2,3964,0,54,8,0,0,232
73,2,3610,1,87,10,2,1,28
13,2,4052,0,59,12,4,1,17
91,5,9641,0,68,14,5,1,760
9,2,4639,0,36,9,1,1,252
49,5,9326,1,54,8,5,1,1217
54,0,2287,0,47,13,1,1,192
100,1,1070,0,68,8,3,1,892
95,3,8993,1,54,9,5,1,833
18,4,1189,1,33,10,1,1,106
31,4,9662,1,43,9,0,0,289
22,5,1776,1,48,6,5,1,1140
43,2,2504,0,73,13,0,0,445
82,4,5493,0,76,12,1,1,327
95,4,4822,1,58,6,3,1,524
86,1,3395,0,60,8,1,1,752
8,4,1606,1,70,8,2,1,123
95,1,4728,0,81,5,5,1,834
75,5,229,1,76,6,4,1,1077
100,4,146,0,56,9,2,1,1045
44,3,1235,0,52,9,4,1,1024
0,2,9924,1,55,15,2,1,633
96,1,7085,1,60,7,2,1,521
69,3,5228,0,50,10,3,1,664
8,0,1021,1,101,7,1,1,1072
30,1,1459,1,70,6,1,1,115
12,5,5531,1,70,13,3,1,1184
64,0,6311,0,77,7,0,0,1048
7,4,5836,1,39,6,4,1,758
16,3,8934,0,42,9,5,1,461
90,0,8002,1,46,11,4,1,642
92,5,5934,0,49,9,1,1,876
48,5,1124,1,66,8,2,1,294
27,2,614,0,34,10,3,1,454
84,3,6019,0,44,14,0,0,198
47,3,3256,0,96,12,1,1,1194
13,5,9023,1,80,7,1,1,997
98,1,2744,0,88,7,1,1,663
86,3,9308,1,73,12,1,1,277
33,2,4784,1,39,6,0,0,885
63,4,6834,0,79,9,0,0,414
9,2,6794,0,53,11,5,1,147
68,0,8524,0,66,16,5,1,805
59,2,5753,0,70,13,4,1,318
68,3,4603,1,73,15,5,1,828
30,4,7516,1,57,6,0,0,719
66,3,7365,0,67,9,1,1,1086
28,0,9550,1,55,9,5,1,1029
13,3,3580,1,67,12,4,1,1123
84,4,229,0,38,11,1,1,879
54,3,2269,1,69,8,0,0,859
94,2,475,1,36,10,4,1,73
83,5,3965,1,33,16,5,1,774
25,0,6360,0,47,12,1,1,761
78,3,1674,1,48,9,5,1,233
2,5,5604,0,82,12,0,0,216
100,0,9966,1,53,11,5,1,77
71,0,5049,0,78,9,1,1,775
93,0,6725,1,42,14,0,0,471
78,1,5775,1,47,8,1,1,27
60,0,8479,0,42,6,3,1,1153
68,2,1509,0,62,13,1,1,331
50,3,3096,0,49,11,3,1,594
26,0,5557,0,56,12,4,1,835
46,4,3551,0,87,8,3,1,742
42,3,3557,0,53,16,1,1,719
14,3,6192,1,52,10,4,1,30
3,1,1798,0,81,16,4,1,516
9,1,2992,1,62,10,0,0,427
48,3,637,0,49,8,4,1,178
48,5,1869,0,83,12,2,1,80
45,1,2238,0,72,10,3,1,121
53,4,5771,0,69,6,0,0,1047
89,2,5117,1,79,13,5,1,872
29,5,3685,1,81,8,4,1,715
5,1,3762,0,67,12,0,0,596
12,3,89,0,51,13,5,1,541
75,1,3737,1,47,5,0,0,858
26,3,2578,1,52,12,5,1,523
41,4,8511,1,53,8,0,0,754
49,2,2764,1,67,5,4,1,552
46,3,2515,1,81,12,4,1,866
29,5,9390,0,60,11,0,0,1125
86,3,145,0,60,7,1,1,1182
40,3,1869,1,58,7,1,1,896
20,4,533,0,69,7,5,1,408
37,5,1502,1,84,9,4,1,1216
51,0,7139,0,66,8,2,1,926
44,0,7563,1,85,7,3,1,582
69,5,5212,0,47,7,3,1,1143
3,2,6909,1,67,8,1,1,193
34,2,4158,0,85,7,1,1,590
67,4,8369,0,56,12,4,1,854
22,2,4661,1,86,13,5,1,1109
88,0,8035,1,61,12,1,1,827
65,2,9158,0,36,9,0,0,854
3,0,1037,0,75,9,2,1,848
55,4,7460,0,70,6,3,1,506
35,5,7190,0,82,9,5,1,34
57,0,8075,1,52,10,3,1,1047
88,2,686,1,77,5,4,1,260
96,4,8775,1,86,11,1,1,287
99,5,662,1,69,8,4,1,139
79,1,8547,0,59,6,5,1,192
28,2,270,0,65,5,1,1,30
48,0,1276,1,48,9,4,1,329
42,4,6114,1,39,8,0,0,819
34,3,4599,0,60,8,0,0,935
77,1,9165,1,71,13,0,0,1030
37,2,2686,0,60,7,2,1,585
62,1,6518,0,46,9,5,1,1116
18,0,8617,1,62,12,3,1,178
3,5,8970,0,63,11,3,1,91
22,5,9780,0,81,7,3,1,1190
7,4,4697,1,61,5,1,1,637
25,5,7386,0,64,9,5,1,1146
32,4,2135,0,29,9,3,1,425
59,2,7632,0,45,7,0,0,1206
5,3,6662,1,45,11,3,1,748
89,4,7045,1,67,7,0,0,809
78,5,9294,1,80,13,4,1,567
71,5,9373,0,80,13,2,1,485
88,5,5504,0,65,5,3,1,1223
92,2,7166,1,107,9,5,1,75
10,0,6639,0,70,6,3,1,575
25,0,4535,1,47,10,4,1,1148
62,2,2527,1,78,9,0,0,735
33,2,1053,1,70,11,0,0,399
29,3,9030,0,62,9,5,1,295
52,5,5835,0,84,11,3,1,423
1,5,8129,0,44,5,4,1,815
19,3,7435,1,61,9,5,1,747
83,5,5027,0,45,14,3,1,522
84,4,6191,1,76,13,1,1,512
97,1,1980,0,76,8,4,1,30
10,2,744,1,51,7,0,0,1088
55,1,6402,1,31,14,0,0,412
76,5,3751,0,70,9,1,1,873
98,5,9920,0,89,7,1,1,256
51,2,4995,1,73,6,2,1,25
63,0,9772,0,84,8,5,1,737
64,5,2964,1,46,9,4,1,488
97,4,2262,0,56,12,4,1,1041
86,0,2359,0,83,11,0,0,611
42,2,1349,0,44,8,1,1,1053
91,2,7867,1,56,8,3,1,892
48,0,4934,0,85,9,5,1,601
38,4,7841,1,82,8,0,0,500
10,2,8616,1,81,15,0,0,46
95,4,2009,1,47,12,2,1,19
9,2,2026,1,42,9,2,1,155
17,0,7964,1,60,10,5,1,750
41,4,683,1,47,13,4,1,1064
91,2,8818,1,53,7,5,1,61
93,1,8997,1,51,7,5,1,26
90,4,588,1,84,13,3,1,511
65,0,1329,1,55,6,2,1,239
46,0,7318,1,64,14,2,1,1059
88,3,7207,0,72,8,1,1,38
66,2,1899,0,64,7,5,1,443
90,4,3494,1,77,8,0,0,1240
82,0,8322,1,65,8,1,1,834
35,3,8075,0,65,11,0,0,946
19,1,9004,0,75,9,3,1,21
94,1,537,0,55,9,2,1,1215
30,3,1739,1,52,8,2,1,1140
83,4,1091,1,78,5,1,1,845
3,1,698,0,58,10,2,1,1240
89,3,9303,0,67,7,3,1,592
6,4,8483,0,94,12,0,0,229
21,5,8685,0,41,10,4,1,220
81,3,3608,1,45,11,4,1,1045
17,4,6035,1,61,14,5,1,1105
57,2,2969,1,34,11,3,1,553
52,5,917,0,63,6,3,1,654
11,2,7444,0,71,11,1,1,1088
47,0,5615,1,51,6,1,1,919
4,3,7239,0,79,8,2,1,122
18,2,3314,1,59,14,4,1,470
45,0,1091,1,35,6,1,1,656
21,3,3062,0,35,9,3,1,73
22,1,1128,1,38,9,5,1,627
21,2,8091,1,61,11,5,1,593
37,4,1738,0,81,11,4,1,923
11,2,6820,0,63,9,4,1,870
96,2,3578,1,82,11,0,0,350
23,5,5968,1,48,6,2,1,363
66,4,6965,1,69,13,0,0,661
89,0,3544,1,47,6,2,1,963
63,5,7330,1,70,8,3,1,90
9,0,2716,1,47,16,3,1,652
51,1,7357,1,39,14,5,1,224
79,3,7935,1,66,6,1,1,606
6,1,5551,1,59,5,1,1,390
83,2,7053,0,62,5,3,1,917
98,5,4582,1,61,16,2,1,438
9,5,2959,0,64,10,1,1,1039
22,2,1029,0,57,8,4,1,1051
89,2,1805,1,63,13,2,1,79
80,3,4395,0,48,10,4,1,408
98,2,995,1,43,8,4,1,180
90,2,3774,1,78,6,3,1,865
86,4,3482,0,64,6,1,1,196
71,4,6681,1,67,6,1,1,1189
69,4,4172,1,81,8,1,1,352
50,1,4666,1,56,7,3,1,373
12,3,3496,1,66,6,0,0,288
14,5,8207,1,58,11,0,0,437
6,2,209,1,39,12,2,1,372
20,4,5561,1,68,7,1,1,627
50,4,3176,0,45,13,2,1,1039
95,1,868,1,40,5,2,1,783
93,5,1798,0,56,7,1,1,1174
64,1,523,0,80,12,2,1,922
16,3,5112,1,45,9,3,1,971
53,0,5849,1,54,12,1,1,1216
77,3,2687,0,43,6,2,1,697
3,2,9497,0,62,7,3,1,215
64,2,9446,0,38,6,5,1,1097
54,0,9616,1,97,6,0,0,432
69,1,3185,1,63,14,5,1,599
45,3,3263,1,38,9,1,1,264
84,0,5123,1,38,13,4,1,1199
27,3,8063,1,91,15,5,1,775
86,2,3271,1,35,9,5,1,813
27,1,3559,1,44,12,1,1,786
12,3,8037,1,85,5,3,1,923
45,4,7589,1,66,6,1,1,322
92,2,9726,1,65,11,0,0,32
43,2,3579,1,43,14,5,1,339
27,1,9019,0,57,11,1,1,1196
33,0,9088,1,40,7,1,1,1005
52,0,2937,1,48,13,1,1,459
69,4,4786,1,64,9,0,0,833
41,4,6629,0,44,7,1,1,479
57,2,9957,0,68,8,1,1,91
92,4,9867,0,69,10,1,1,6
20,4,2336,0,87,8,5,1,436
38,4,7569,0,51,8,4,1,65
94,0,2658,0,54,13,1,1,384
14,4,8889,0,42,13,1,1,589
98,2,8105,1,86,11,5,1,166
74,3,1606,0,62,9,5,1,432
62,1,2474,0,94,8,0,0,847
42,3,592,1,80,8,0,0,1086
23,1,1888,0,52,8,0,0,704
81,3,3631,1,62,6,2,1,863
26,2,9905,0,83,11,4,1,117
30,1,61,1,54,10,5,1,141
53,0,2536,1,70,7,2,1,1118
77,1,3914,1,74,9,4,1,1178
71,0,7259,0,76,10,1,1,716
99,5,1554,1,66,12,2,1,803
23,3,1629,0,48,7,0,0,291
22,4,6091,0,76,9,5,1,795
92,3,1637,0,70,7,3,1,305
55,4,8720,1,65,13,3,1,32
96,5,4878,0,69,8,3,1,970
100,0,2217,1,84,9,1,1,196
42,2,2891,1,48,12,3,1,408
66,4,9930,1,41,14,1,1,187
6,1,6537,0,71,7,4,1,600
67,4,9085,0,49,12,4,1,279
75,2,7911,1,62,10,5,1,216
71,2,2205,0,66,12,5,1,522
20,0,74,1,45,13,1,1,1004
57,5,5821,0,53,15,3,1,1004
58,1,5562,0,47,7,3,1,841
17,3,7608,1,92,4,3,1,367
9,1,5536,1,45,14,2,1,195
34,5,8810,0,77,8,1,1,1182
29,1,9937,0,77,12,0,0,363
5,4,1345,0,62,14,4,1,1121
87,0,8983,1,70,6,0,0,671
60,2,2382,1,92,14,4,1,1053
40,1,2319,1,71,8,1,1,910
29,3,2381,1,48,17,0,0,1207
94,4,5162,1,55,8,3,1,522
67,0,3723,1,67,11,4,1,275
95,3,6352,1,67,13,4,1,103
72,0,8706,1,55,6,0,0,224
69,3,124,1,65,7,0,0,780
98,4,9610,1,90,7,1,1,397
37,3,5888,0,94,10,0,0,1096
85,5,8420,1,60,10,3,1,886
18,2,2074,0,81,9,3,1,148
76,0,6088,0,63,11,4,1,46
5,2,9240,1,42,15,0,0,340
48,0,1242,1,55,16,0,0,381
68,1,1901,1,60,6,4,1,716
48,5,3051,1,88,12,1,1,772
10,0,4126,1,46,14,0,0,512
35,2,5372,1,45,10,3,1,62
17,2,7882,1,81,12,3,1,963
44,2,986,1,39,12,2,1,533
39,2,4553,0,56,8,0,0,593
4,0,4774,0,69,11,1,1,910
58,0,2860,1,48,15,1,1,376
76,1,5900,0,61,13,4,1,794
85,5,503,0,82,15,4,1,1181
58,1,5127,0,51,6,1,1,436
86,0,1743,0,64,7,2,1,611
45,2,166,1,53,7,5,1,535
23,3,2061,0,58,7,5,1,447
48,5,1893,1,53,6,5,1,810
96,5,596,0,59,6,3,1,330
41,1,5030,1,92,6,4,1,887
56,4,4930,1,64,7,3,1,292
30,1,7067,1,57,12,0,0,70
22,2,5426,0,40,15,4,1,321
17,2,311,0,70,6,4,1,236
84,1,5135,1,49,16,3,1,960
86,5,763,0,40,14,0,0,664
5,5,8186,1,44,11,2,1,369
87,3,9298,0,42,7,2,1,167
79,5,9069,0,66,8,2,1,195
35,3,9388,0,31,5,4,1,982
80,3,765,1,58,6,3,1,543
0,5,6998,1,67,7,5,1,414
76,1,1242,0,77,13,1,1,703
59,1,8547,1,82,12,2,1,847
56,4,5470,1,50,6,2,1,1036
20,3,3773,1,67,7,3,1,365
54,4,5082,1,45,5,1,1,59
57,4,5783,0,96,11,5,1,846
63,4,546,1,73,11,1,1,107
85,0,983,1,59,14,0,0,1137
25,1,6021,1,91,12,5,1,288
67,4,1806,1,39,11,0,0,552
8,0,8018,0,55,6,1,1,393
7,0,5427,0,84,7,3,1,1027
56,5,2883,0,52,10,0,0,28
84,2,5125,1,38,11,5,1,383
71,1,2731,1,70,6,4,1,858
24,3,9595,1,47,7,4,1,1133
63,2,7086,1,66,7,5,1,842
97,5,9674,0,59,9,5,1,825
73,1,9885,0,87,11,3,1,611
91,0,6414,0,38,7,0,0,836
80,5,6605,0,47,14,1,1,252
92,0,4938,0,35,9,2,1,70
96,3,1187,1,83,14,0,0,238
67,3,1674,1,77,10,4,1,249
71,2,4399,1,41,9,1,1,84
44,2,3128,0,83,14,3,1,263
43,0,8322,0,52,6,4,1,959
92,0,2738,0,83,6,4,1,1244
62,0,5957,0,55,7,1,1,708
49,1,4418,0,41,13,5,1,602
63,2,6660,1,78,6,5,1,159
84,2,7366,1,84,9,0,0,1202
70,0,394,1,70,8,1,1,1004
25,0,8461,1,75,8,5,1,454
20,4,573,0,82,7,2,1,905
65,1,5539,1,42,7,0,0,104
93,2,2840,1,68,11,5,1,1218
70,0,3479,0,70,14,1,1,652
2,0,3300,1,78,8,2,1,127
86,1,7625,1,69,8,5,1,559
3,0,1355,0,79,12,1,1,611
73,2,5803,1,58,7,3,1,791
83,1,5418,1,85,9,2,1,436
45,2,4282,0,42,12,5,1,1176
6,3,2339,1,73,9,0,0,465
22,2,1608,1,42,8,4,1,74
51,0,4699,0,79,9,5,1,519
11,1,9389,0,81,12,2,1,588
40,3,9978,0,41,10,0,0,815
47,3,4688,1,59,9,2,1,1210
71,4,7401,1,83,6,5,1,979
8,1,4877,0,33,10,3,1,29
37,1,9169,1,48,11,2,1,83
91,3,4775,1,48,14,2,1,37
72,5,795,1,64,9,0,0,1109
40,4,2113,1,53,8,4,1,1167
2,5,8938,0,72,9,2,1,403
50,5,3930,1,56,12,2,1,680
74,4,9616,1,75,5,1,1,1158
45,1,9139,1,74,5,5,1,356
85,3,6735,0,41,15,4,1,425
28,2,2062,0,72,8,3,1,382
54,3,1832,1,64,9,4,1,642
87,1,3596,1,63,11,3,1,823
90,4,2932,0,79,15,3,1,325
61,1,7081,0,52,6,4,1,519
19,2,688,0,73,9,2,1,34
99,5,9001,0,59,7,4,1,1181
100,2,4667,1,76,7,3,1,578
39,5,203,0,82,12,1,1,799
3,3,1664,0,72,12,2,1,678
68,3,2415,0,48,12,1,1,47
94,2,9906,0,71,9,1,1,118
16,1,652,0,94,9,0,0,71
95,2,144,1,88,7,0,0,511
30,1,5084,1,50,13,4,1,198
39,1,6403,0,62,7,1,1,1111
86,2,5899,1,80,8,5,1,154
92,1,9789,0,61,12,2,1,458
93,0,1857,0,37,6,1,1,323
87,3,3539,1,60,13,2,1,501
45,2,7936,0,45,13,2,1,781
29,2,1656,0,71,16,2,1,91
67,3,5255,1,90,8,2,1,1217
46,3,5696,0,42,13,4,1,1151
43,4,9872,1,50,6,4,1,1161
84,4,1757,1,76,5,4,1,375
41,3,2041,0,52,11,3,1,326
70,1,348,0,70,8,5,1,45
80,2,790,1,70,7,1,1,666
11,5,360,1,43,6,4,1,935
20,3,9596,0,96,11,0,0,330
82,5,984,1,73,14,1,1,1008
23,5,3488,0,59,8,2,1,811
9,3,9259,1,43,7,4,1,80
60,1,3521,0,95,10,3,1,815
72,3,855,1,38,7,3,1,290
3,5,1616,1,55,12,0,0,269
99,4,3673,0,49,12,3,1,840
80,1,8511,0,61,10,3,1,166
10,2,9937,0,91,15,2,1,526
96,3,2952,1,74,11,4,1,328
20,4,6640,1,43,8,1,1,441
98,3,5516,1,55,9,5,1,378
22,1,1146,1,41,10,3,1,982
91,0,5339,1,78,12,4,1,8
48,1,5345,0,87,7,0,0,851
30,4,1369,1,58,11,4,1,9
68,5,1119,0,86,12,5,1,17
17,4,6457,1,48,7,1,1,758
51,1,6292,0,56,10,4,1,24
92,1,2028,1,51,7,2,1,754
44,1,4776,1,90,7,2,1,131
89,5,9311,0,49,15,1,1,1195
55,1,8924,0,62,11,4,1,942
90,0,4524,1,68,6,0,0,647
44,0,5446,1,81,7,2,1,22
78,5,558,1,47,7,4,1,733
34,5,3636,0,79,8,2,1,63
3,3,8891,1,62,9,4,1,465
57,2,2050,1,67,13,1,1,149
28,2,9815,1,76,8,3,1,524
51,3,5059,1,54,11,3,1,713
62,1,6937,1,81,13,2,1,943
32,2,7913,1,48,15,5,1,1205
29,3,9685,0,63,12,3,1,294
0,0,3741,1,53,13,0,0,1221
46,0,182,0,81,10,4,1,1072
79,3,6284,0,99,12,4,1,1008
45,2,5631,1,82,15,5,1,385
19,5,5723,1,82,6,3,1,355
82,2,2325,1,92,6,2,1,752
0,5,6998,1,64,7,1,1,948
0,5,3065,1,48,11,5,1,598
91,3,8959,0,81,8,4,1,306
46,3,4300,0,90,7,4,1,1135
78,5,3765,1,45,6,1,1,648
49,3,4214,1,43,10,5,1,1010
55,5,8924,1,39,6,2,1,519
74,4,8142,1,66,16,1,1,604
64,3,7520,0,87,9,3,1,1037
6,2,527,0,64,13,0,0,1179
79,4,5337,0,77,12,5,1,519
54,0,9530,1,78,9,5,1,494
35,3,1512,1,56,14,3,1,54
5,2,708,0,74,6,5,1,345
70,4,5286,0,44,7,5,1,1137
26,2,4509,1,36,7,0,0,314
30,4,3368,0,34,8,1,1,182
16,5,6003,0,43,11,1,1,58
96,0,2989,0,70,9,2,1,905
67,2,3719,1,46,9,5,1,321
44,0,466,0,84,9,3,1,1118
22,2,6750,1,54,15,1,1,724
16,5,6636,0,45,15,3,1,1238
78,0,6766,1,79,11,5,1,48
6,1,5972,1,53,7,5,1,998
11,5,2574,1,78,13,1,1,1160
5,1,4240,0,55,7,5,1,89
44,1,2646,1,52,7,3,1,519
86,5,7559,0,88,14,3,1,574
37,3,7859,0,80,12,4,1,344
24,1,4864,0,43,8,1,1,345
3,2,4695,0,81,10,5,1,439
25,3,3341,1,62,9,1,1,460
41,0,3140,0,72,9,5,1,828
48,5,9808,0,88,10,5,1,241
70,1,3565,0,84,7,5,1,608
3,2,7823,1,66,13,5,1,619
26,3,2503,0,54,15,5,1,722
90,1,3979,0,34,9,1,1,1064
44,2,8613,0,89,14,1,1,280
99,1,605,1,52,8,1,1,55
30,4,2996,0,58,11,1,1,803
100,3,9509,0,69,11,2,1,1049
90,3,6548,0,66,14,3,1,472
39,4,7188,0,69,13,0,0,427
30,3,9891,1,66,6,5,1,61
67,1,6594,0,60,9,5,1,1100
98,5,11,0,87,9,3,1,4
76,1,2075,0,61,5,3,1,1137
50,0,5487,1,63,8,3,1,578
29,3,9824,0,49,6,5,1,391
12,4,7232,0,40,8,1,1,371
58,4,4328,0,92,10,4,1,36
62,3,5599,1,55,14,2,1,730
58,5,1969,0,70,6,2,1,807
1,5,2582,0,48,15,2,1,982
70,3,5300,1,80,7,1,1,488
59,4,3100,1,45,12,2,1,600
29,4,1539,0,67,7,4,1,1014
92,3,7233,1,47,9,5,1,1237
80,0,4704,1,54,5,1,1,1087
27,5,5146,0,54,9,1,1,765
30,4,3128,0,83,12,2,1,622
65,2,126,1,68,11,1,1,1027
54,5,8324,0,83,14,4,1,783
37,4,2672,1,47,6,2,1,1100
83,4,2440,1,79,11,3,1,1106
22,3,8565,1,61,10,4,1,430
73,3,4840,1,82,12,5,1,955
39,1,8555,0,64,8,1,1,1147
45,3,5452,1,76,6,3,1,1077
75,4,7377,0,72,13,0,0,531
24,1,9093,0,73,9,5,1,771
49,0,7679,1,47,11,2,1,1223
29,0,2147,1,51,13,0,0,163
4,1,2151,0,69,15,2,1,98
80,1,5324,0,35,12,4,1,258
97,0,7576,1,68,6,2,1,1132
39,4,2378,1,70,9,5,1,1005
21,1,1579,0,56,13,3,1,204
15,0,9437,0,60,14,3,1,1105
33,4,5569,0,55,10,2,1,996
58,3,2804,1,79,13,4,1,359
96,4,6795,0,43,14,1,1,652
87,5,4105,0,53,9,2,1,1064
81,5,9431,0,39,10,2,1,404
42,1,4270,0,68,13,5,1,254
38,5,7626,1,59,6,5,1,702
71,1,8442,0,57,8,3,1,436
0,5,7542,0,55,10,0,0,653
60,2,2510,0,88,7,0,0,1136
13,0,2972,1,79,6,4,1,922
54,2,6509,0,80,10,0,0,228
49,5,9071,0,61,12,5,1,1087
19,3,9829,0,50,8,5,1,1070
23,5,1430,1,80,15,4,1,1240
17,1,1261,0,53,10,3,1,253
31,4,758,0,48,11,3,1,667
62,3,4253,0,84,12,4,1,932
88,1,7629,0,39,6,3,1,586
9,2,826,0,65,7,0,0,1027
99,1,9995,1,54,11,5,1,1020
23,5,8318,1,69,6,0,0,306
96,4,6192,1,66,7,1,1,414
0,1,8398,0,33,8,4,1,1123
66,4,234,1,48,12,4,1,69
17,3,8362,0,90,6,1,1,829
2,3,3957,0,43,4,4,1,771
16,1,9895,1,41,15,5,1,911
55,0,8736,1,65,15,0,0,598
28,0,9458,0,57,8,1,1,966
68,5,4097,1,69,14,1,1,396
65,1,3805,0,68,9,3,1,306
96,1,5010,0,51,11,1,1,267
32,1,1702,1,56,7,5,1,335
47,5,5855,1,79,11,0,0,151
29,2,9293,0,61,11,2,1,1074
3,5,4953,1,64,12,3,1,161
3,4,7837,0,54,12,0,0,1003
11,4,4908,1,55,10,2,1,207
32,2,7237,1,38,11,2,1,35
60,2,3717,0,84,6,1,1,904
26,5,2247,0,93,7,2,1,725
48,5,9960,1,47,11,4,1,940
55,4,1493,1,57,5,4,1,708
39,5,9130,1,94,14,0,0,10
86,4,1576,0,67,13,1,1,972
73,5,8919,1,52,8,0,0,1241
72,3,9027,0,63,12,1,1,654
6,3,5844,1,55,13,0,0,93
84,3,3573,0,59,10,1,1,117
18,5,5608,0,61,12,5,1,810
75,1,808,1,50,8,2,1,962
3,4,9374,0,56,14,4,1,116
28,5,1147,0,59,8,1,1,362
65,0,2563,0,97,14,5,1,1004
53,5,2695,0,69,14,4,1,129
18,4,572,0,40,10,3,1,1036
0,0,988,1,46,9,1,1,166
26,3,6273,0,49,14,5,1,962
10,0,5743,1,69,10,3,1,1014
3,1,8604,0,67,14,1,1,70
57,2,9078,0,43,10,1,1,341
16,5,8445,0,36,11,5,1,540
97,3,1973,0,39,6,1,1,964
9,0,2808,1,85,6,0,0,523
42,2,6729,1,87,7,2,1,459
1,0,242,1,58,6,4,1,145
19,2,7698,0,46,8,2,1,581
44,0,8184,0,89,6,0,0,312
29,0,6938,1,56,10,5,1,5
82,0,4770,1,38,6,4,1,555
10,3,6662,1,43,6,4,1,118
32,4,3681,1,34,10,2,1,403
88,3,771,1,80,6,4,1,516
32,1,413,0,35,12,1,1,1056
60,4,8666,0,74,8,5,1,1004
50,1,592,0,73,10,5,1,1203
86,0,6029,1,102,10,1,1,926
35,3,652,0,91,7,0,0,249
39,4,2170,0,91,7,3,1,451
53,4,5819,0,55,11,3,1,180
25,2,5494,0,55,9,3,1,1218
41,0,1150,0,54,14,0,0,1069
66,1,4496,1,69,14,1,1,1209
52,2,2812,0,76,9,1,1,778
37,1,8041,0,66,7,4,1,1032
13,0,7565,1,46,11,5,1,27
12,0,2163,0,37,10,0,0,1159
55,1,6025,0,73,7,3,1,981
38,2,2861,1,62,12,1,1,332
43,4,453,1,88,9,4,1,1024
11,0,7607,1,58,10,0,0,199
52,5,8372,1,39,16,0,0,1202
21,5,7593,0,53,5,1,1,683
78,5,1091,1,42,7,5,1,1161
23,2,3204,0,52,8,3,1,247
64,4,9126,0,51,9,1,1,653
95,4,5363,0,41,7,0,0,1121
73,1,3850,0,85,12,3,1,604
24,1,4142,0,57,11,3,1,133
7,2,6578,1,102,10,1,1,786
26,0,5943,1,76,6,1,1,526
52,2,6974,0,50,13,5,1,853
53,0,4213,0,46,12,4,1,175
16,0,8632,0,64,12,2,1,825
44,3,7464,0,73,12,4,1,58
75,3,7242,1,32,16,0,0,220
63,2,8291,0,74,12,2,1,918
84,1,9232,1,88,13,5,1,796
42,3,2084,1,67,7,1,1,261
57,2,1630,0,75,9,5,1,389
12,2,729,1,78,9,2,1,291
53,3,2750,1,35,7,3,1,731
55,3,9227,0,45,12,4,1,38
40,0,1231,1,61,14,5,1,950
13,5,2507,1,31,16,2,1,928
8,2,7851,0,61,10,0,0,159
31,2,7137,1,55,9,5,1,783
67,4,1769,1,64,8,4,1,1007
79,0,5677,1,49,13,4,1,564
17,2,9283,1,39,6,4,1,736
56,5,230,1,88,12,5,1,272
69,4,5891,0,63,7,3,1,119
15,0,8046,1,73,12,5,1,238
93,2,7672,0,51,9,0,0,689
23,0,7190,1,87,11,2,1,1174
0,0,355,0,50,7,3,1,232
79,1,3869,0,44,12,5,1,15
13,3,7686,0,63,8,1,1,1198
35,0,7681,0,94,9,3,1,1075
80,3,9324,0,48,9,0,0,848
49,1,735,1,57,8,1,1,226
17,1,607,1,93,13,1,1,247
32,3,2000,1,49,9,3,1,507
80,5,206,0,53,7,0,0,539
67,5,5041,0,49,10,1,1,1184
34,0,8329,1,56,14,2,1,306
13,0,4631,0,98,8,3,1,253
26,0,9831,0,49,11,2,1,527
11,4,4750,0,46,14,4,1,936
89,3,8988,1,39,7,0,0,69
92,3,2312,0,51,6,0,0,453
